-2.968932342529296875e+01 3.004415130615234375e+01 -3.182180786132812500e+01
-3.835304260253906250e+01 3.340009689331054688e+01 -3.752252960205078125e+01
-3.602263259887695312e+01 2.994943809509277344e+01 -3.352946472167968750e+01
-3.177366065979003906e+01 2.836206626892089844e+01 -3.609118270874023438e+01
-4.095992279052734375e+01 2.649307632446289062e+01 -2.974534225463867188e+01
-3.265279006958007812e+01 3.078676223754882812e+01 -3.678988265991210938e+01
-3.942529296875000000e+01 2.990359306335449219e+01 -3.490810775756835938e+01
-3.861971664428710938e+01 3.426899337768554688e+01 -3.942708206176757812e+01
-3.017131996154785156e+01 3.332739257812500000e+01 -3.288959121704101562e+01
-3.676333618164062500e+01 3.676325988769531250e+01 -3.963475036621093750e+01
-2.674375534057617188e+01 2.931658935546875000e+01 -2.489989662170410156e+01
-3.995791625976562500e+01 3.204500961303710938e+01 -3.700494384765625000e+01
-3.723451232910156250e+01 3.133683776855468750e+01 -3.629722976684570312e+01
-3.338453292846679688e+01 3.697838211059570312e+01 -3.658991241455078125e+01
-2.937274360656738281e+01 3.162706184387207031e+01 -2.805758666992187500e+01
-3.438119888305664062e+01 3.233217620849609375e+01 -3.860956573486328125e+01
-3.179821968078613281e+01 3.067389106750488281e+01 -3.597086715698242188e+01
-3.181546211242675781e+01 2.961720275878906250e+01 -3.747486877441406250e+01
-3.546531295776367188e+01 3.028381919860839844e+01 -3.169405174255371094e+01
-2.771705818176269531e+01 3.010375595092773438e+01 -3.004430580139160156e+01
-3.991322326660156250e+01 3.338196563720703125e+01 -3.829298019409179688e+01
-3.815988922119140625e+01 3.187622070312500000e+01 -3.727336883544921875e+01
-2.881929016113281250e+01 3.080178260803222656e+01 -3.132876014709472656e+01
-4.205693817138671875e+01 2.554899597167968750e+01 -3.096057510375976562e+01
-4.103630828857421875e+01 2.686795234680175781e+01 -3.105629730224609375e+01
-2.912922286987304688e+01 3.110466957092285156e+01 -3.309245681762695312e+01
-3.198978424072265625e+01 2.999735641479492188e+01 -2.719963645935058594e+01
