-2.874847793579101562e+01 3.215417861938476562e+01 -3.206362533569335938e+01
-3.718471908569335938e+01 3.032765388488769531e+01 -3.256765365600585938e+01
-3.779246902465820312e+01 3.336727523803710938e+01 -3.856012344360351562e+01
-3.269245529174804688e+01 3.099427795410156250e+01 -3.797729492187500000e+01
-2.740512466430664062e+01 3.429958343505859375e+01 -2.962894630432128906e+01
-3.736754989624023438e+01 2.997290420532226562e+01 -3.416766357421875000e+01
-3.383712005615234375e+01 3.104471778869628906e+01 -3.209862518310546875e+01
-3.641642379760742188e+01 3.225835037231445312e+01 -3.746869277954101562e+01
-4.028043365478515625e+01 3.215301132202148438e+01 -3.519505310058593750e+01
-3.148979568481445312e+01 3.130757141113281250e+01 -3.317884826660156250e+01
-4.132133102416992188e+01 2.815339851379394531e+01 -3.224534606933593750e+01
-3.828408050537109375e+01 3.161218452453613281e+01 -3.533786773681640625e+01
-3.539099884033203125e+01 3.096366119384765625e+01 -3.411411285400390625e+01
-3.516456604003906250e+01 2.862422943115234375e+01 -3.566630172729492188e+01
-3.813540267944335938e+01 2.984426879882812500e+01 -3.571349334716796875e+01
-2.683530426025390625e+01 3.293292999267578125e+01 -2.754173088073730469e+01
-3.202647018432617188e+01 3.797122955322265625e+01 -3.496726989746093750e+01
-3.310052871704101562e+01 3.163702583312988281e+01 -3.731432723999023438e+01
-3.099482536315917969e+01 2.894278907775878906e+01 -3.506396102905273438e+01
-3.185285949707031250e+01 3.344321060180664062e+01 -3.879126739501953125e+01
-3.841051483154296875e+01 2.958138465881347656e+01 -3.203049468994140625e+01
-3.924179458618164062e+01 3.074806404113769531e+01 -3.544742202758789062e+01
-3.518537139892578125e+01 3.732528686523437500e+01 -3.866175079345703125e+01
-2.843197250366210938e+01 3.379816818237304688e+01 -3.117188453674316406e+01
-3.095693969726562500e+01 2.947713088989257812e+01 -3.596859741210937500e+01
-3.835035705566406250e+01 3.247160339355468750e+01 -3.780948638916015625e+01
-3.842413330078125000e+01 2.953523635864257812e+01 -3.473101806640625000e+01
-3.351349639892578125e+01 3.101039314270019531e+01 -3.441489410400390625e+01
-3.674567413330078125e+01 3.588859176635742188e+01 -3.838154602050781250e+01
-3.672928619384765625e+01 3.374773788452148438e+01 -3.723657608032226562e+01
-3.943536376953125000e+01 3.290822219848632812e+01 -3.752797698974609375e+01
-3.985482406616210938e+01 3.187245750427246094e+01 -3.343494796752929688e+01
-3.534879684448242188e+01 3.277910614013671875e+01 -3.519950866699218750e+01
-3.825412750244140625e+01 3.541144561767578125e+01 -3.948591613769531250e+01
-3.036173820495605469e+01 3.056317901611328125e+01 -3.290303039550781250e+01
-3.287972259521484375e+01 3.561401748657226562e+01 -3.451796722412109375e+01
-3.204272842407226562e+01 3.151319313049316406e+01 -3.623153305053710938e+01
-3.882154846191406250e+01 3.286077499389648438e+01 -3.844798660278320312e+01
-3.866775512695312500e+01 3.104532623291015625e+01 -3.662760543823242188e+01
-2.820277786254882812e+01 2.920464134216308594e+01 -3.090658187866210938e+01
-2.627289581298828125e+01 3.162571334838867188e+01 -2.627953720092773438e+01
-3.929028320312500000e+01 2.911202812194824219e+01 -3.008735656738281250e+01
-3.246559143066406250e+01 2.794516563415527344e+01 -3.707481384277343750e+01
-2.870528602600097656e+01 3.181361389160156250e+01 -3.045310974121093750e+01
-3.242200088500976562e+01 2.766721725463867188e+01 -2.470536231994628906e+01
-3.329163742065429688e+01 2.990827751159667969e+01 -3.746283721923828125e+01
-3.262354660034179688e+01 2.858144378662109375e+01 -3.736867523193359375e+01
-3.395089721679687500e+01 2.711634254455566406e+01 -3.602664184570312500e+01
-2.918133544921875000e+01 3.685917663574218750e+01 -3.151716995239257812e+01
-2.728973770141601562e+01 3.219174575805664062e+01 -2.938956451416015625e+01
-3.408354949951171875e+01 3.081351661682128906e+01 -3.001482391357421875e+01
-4.218098068237304688e+01 2.677129173278808594e+01 -3.192179870605468750e+01
-3.257467651367187500e+01 3.073889350891113281e+01 -3.582083892822265625e+01
-3.967188262939453125e+01 3.136778450012207031e+01 -3.611039352416992188e+01
-3.340845489501953125e+01 3.167115402221679688e+01 -3.836834716796875000e+01
-3.656787490844726562e+01 2.963889694213867188e+01 -3.498093032836914062e+01
-3.027582168579101562e+01 3.155777549743652344e+01 -3.062913703918457031e+01
-3.845138549804687500e+01 3.073339080810546875e+01 -3.433395767211914062e+01
-4.036844635009765625e+01 3.314377212524414062e+01 -3.652427291870117188e+01
-3.086648368835449219e+01 3.062370300292968750e+01 -3.402207565307617188e+01
-2.743896675109863281e+01 3.044714546203613281e+01 -2.719859886169433594e+01
-3.667609405517578125e+01 3.072054290771484375e+01 -3.402034378051757812e+01
-4.051533508300781250e+01 3.000044250488281250e+01 -3.302927398681640625e+01
-2.958389282226562500e+01 3.086184310913085938e+01 -3.181723022460937500e+01
-3.889267349243164062e+01 3.232407379150390625e+01 -3.673726272583007812e+01
-2.893420600891113281e+01 2.986954116821289062e+01 -3.234728240966796875e+01
-3.870660781860351562e+01 3.359051513671875000e+01 -3.889686965942382812e+01
-3.731520462036132812e+01 3.270550918579101562e+01 -3.810426330566406250e+01
-3.187241744995117188e+01 3.015840911865234375e+01 -3.486038589477539062e+01
-3.517317199707031250e+01 3.016865348815917969e+01 -3.338076019287109375e+01
-3.786449432373046875e+01 3.449398422241210938e+01 -3.842578125000000000e+01
-3.672035217285156250e+01 2.996040534973144531e+01 -3.030354690551757812e+01
-3.932780456542968750e+01 3.206871414184570312e+01 -3.785114288330078125e+01
