# Solvent params for SGB 

# residue  PDBatomName radNpSGB radNpType SGBNpGamma  SGBNpType

dcb  _O3'  1.7660   1.5600   0.020110767  -0.896042159
dcb  _O4'  1.7660   1.5600   0.020110767  -0.896042159
dcb  _O5'  1.7660   1.5600   0.021068034  -0.322181743
dce  H2''  1.4250   1.2500   0.008598240   0.268726247
dce  H5''  1.4250   1.2500   0.008598240   0.268726247
dce  HO3'  0.9960   0.8600   0.030040813  -0.651083722
dce  _C1'  1.9750   1.7500   0.005000000  -0.741685710
dce  _C2'  1.9750   1.7500   0.005000000  -0.741685710
dce  _C2_  1.9250   1.7000   0.001000000  -0.126889456
dce  _C3'  1.9750   1.7500   0.005000000  -0.741685710
dce  _C4'  1.9750   1.7500   0.005000000  -0.741685710
dce  _C4_  2.0020   1.7750   0.023028004  -0.852763146
dce  _C5'  1.9750   1.7500   0.005000000  -0.741685710
dce  _C5_  2.0020   1.7750   0.023028004  -0.852763146
dce  _C6_  2.0020   1.7750   0.023028004  -0.852763146
dce  _H1'  1.3810   1.2100   0.008598240   0.268726247
dce  _H2'  1.4250   1.2500   0.008598240   0.268726247
dce  _H3'  1.4250   1.2500   0.008598240   0.268726247
dce  _H4'  1.4250   1.2500   0.008598240   0.268726247
dce  _H41  0.9960   0.8600   0.030040813  -0.651083722
dce  _H42  0.9960   0.8600   0.030040813  -0.651083722
dce  _H5'  1.4250   1.2500   0.008598240   0.268726247
dce  _H5_  1.4250   1.2500   0.008598240   0.268726247
dce  _H6_  1.4250   1.2500   0.008598240   0.268726247
dce  _N1_  1.8100   1.6000   0.054801302  -1.445846770
dce  _N3_  1.8375   1.6250   0.005000000   0.000000000
dce  _N4_  1.8650   1.6500   0.051222218  -2.220205820
dce  _O2_  1.5250   1.4250   0.001000000  -1.480495490
dce  _O3'  1.7660   1.5600   0.021068034  -0.322181743
dce  _O4'  1.7660   1.5600   0.020110767  -0.896042159
dce  _O5'  1.7660   1.5600   0.020110767  -0.896042159
dce  _OP1  1.6890   1.4900   0.001000000  -0.126889456
dce  _OP2  1.6890   1.4900   0.001000000  -0.126889456
dce  _P__  2.1070   1.8700   0.005000000   0.000000000
dgb  H2''  1.4250   1.2500   0.008598240   0.268726247
dgb  H5''  1.4250   1.2500   0.008598240   0.268726247
dgb  HO5'  0.9960   0.8600   0.030040813  -0.651083722
dgb  _C1'  1.9750   1.7500   0.005000000  -0.741685710
dgb  _C2'  1.9750   1.7500   0.005000000  -0.741685710
dgb  _C2_  2.1120   1.8750   0.001000000  -0.126889456
dgb  _C3'  1.9750   1.7500   0.005000000  -0.741685710
dgb  _C4'  1.9750   1.7500   0.005000000  -0.741685710
dgb  _C4_  2.5000   1.7750   0.001000000  -0.843144165
dgb  _C5'  1.9750   1.7500   0.005000000  -0.741685710
dgb  _C5_  2.5000   1.7750   0.001000000  -0.843144165
dgb  _C6_  1.9250   1.7000   0.001000000  -0.126889456
dgb  _C8_  2.0020   1.7750   0.001000000  -0.843144165
dgb  _H1'  1.4250   1.2500   0.008598240   0.268726247
dgb  _H1_  1.5900   1.4000   0.030040813  -0.651083722
dgb  _H2'  1.4250   1.2500   0.008598240   0.268726247
dgb  _H21  0.9960   0.8600   0.030040813  -0.651083722
dgb  _H22  0.9960   0.8600   0.030040813  -0.651083722
dgb  _H3'  1.4250   1.2500   0.008598240   0.268726247
dgb  _H4'  1.4250   1.2500   0.008598240   0.268726247
dgb  _H5'  1.4250   1.2500   0.008598240   0.268726247
dgb  _H8_  1.3810   1.2100   0.030040813   0.268726247
dgb  _N1_  2.1120   1.8750   0.051222218  -2.220205820
dgb  _N2_  2.1120   1.8750   0.051222218  -2.220205820
dgb  _N3_  1.9250   1.7000   0.054801302  -2.445846770
dgb  _N7_  1.8000   1.6000   0.001000000  -0.511443539
dgb  _N9_  1.8000   1.6000   0.001000000  -0.511443539
dgb  _O3'  1.7660   1.5600   0.020110767  -0.896042159
dgb  _O4'  1.7660   1.5600   0.020110767  -0.896042159
dgb  _O5'  1.7660   1.5600   0.021068034  -0.322181743
dgb  _O6_  1.5250   1.4250   0.001000000  -1.480495490
dge  H2''  1.4250   1.2500   0.008598240   0.268726247
dge  H5''  1.4250   1.2500   0.008598240   0.268726247
dge  HO3'  0.9960   0.8600   0.030040813  -0.651083722
dge  _C1'  1.9750   1.7500   0.005000000  -0.741685710
dge  _C2'  1.9750   1.7500   0.005000000  -0.741685710
dge  _C2_  2.1120   1.8750   0.001000000  -0.126889456
dge  _C3'  1.9750   1.7500   0.005000000  -0.741685710
dge  _C4'  1.9750   1.7500   0.005000000  -0.741685710
dge  _C4_  2.5000   1.7750   0.001000000  -0.843144165
dge  _C5'  1.9750   1.7500   0.005000000  -0.741685710
dge  _C5_  2.5000   1.7750   0.001000000  -0.843144165
dge  _C6_  1.9250   1.7000   0.001000000  -0.126889456
dge  _C8_  2.0020   1.7750   0.001000000  -0.843144165
dge  _H1'  1.4250   1.2500   0.008598240   0.268726247
dge  _H1_  1.5900   1.4000   0.030040813  -0.651083722
dge  _H2'  1.4250   1.2500   0.008598240   0.268726247
dge  _H21  0.9960   0.8600   0.030040813  -0.651083722
dge  _H22  0.9960   0.8600   0.030040813  -0.651083722
dge  _H3'  1.4250   1.2500   0.008598240   0.268726247
dge  _H4'  1.4250   1.2500   0.008598240   0.268726247
dge  _H5'  1.4250   1.2500   0.008598240   0.268726247
dge  _H8_  1.3810   1.2100   0.030040813   0.268726247
dge  _N1_  2.1120   1.8750   0.051222218  -2.220205820
dge  _N2_  2.1120   1.8750   0.051222218  -2.220205820
dge  _N3_  1.9250   1.7000   0.054801302  -2.445846770
dge  _N7_  1.8000   1.6000   0.001000000  -0.511443539
dge  _N9_  1.8000   1.6000   0.001000000  -0.511443539
dge  _O3'  1.7660   1.5600   0.021068034  -0.322181743
dge  _O4'  1.7660   1.5600   0.020110767  -0.896042159
dge  _O5'  1.7660   1.5600   0.020110767  -0.896042159
dge  _O6_  1.5250   1.4250   0.001000000  -1.480495490
dge  _OP1  1.6890   1.4900   0.001000000  -0.126889456
dge  _OP2  1.6890   1.4900   0.001000000  -0.126889456
dge  _P__  2.1070   1.8700   0.005000000   0.000000000
dtb  H2''  1.4250   1.2500   0.008598240   0.268726247
dtb  H5''  1.4250   1.2500   0.008598240   0.268726247
dtb  HO5'  0.9960   0.8600   0.030040813  -0.651083722
dtb  _C1'  1.9750   1.7500   0.005000000  -0.741685710
dtb  _C2'  1.9750   1.7500   0.005000000  -0.741685710
dtb  _C2_  1.9250   1.7000   0.001000000  -0.126889456
dtb  _C3'  1.9750   1.7500   0.005000000  -0.741685710
dtb  _C4'  1.9750   1.7500   0.005000000  -0.741685710
dtb  _C4_  1.9250   1.7000   0.001000000  -0.126889456
dtb  _C5'  1.9750   1.7500   0.005000000  -0.741685710
dtb  _C5_  2.0020   1.7750   0.023028004  -0.852763146
dtb  _C6_  2.0020   1.7750   0.023028004  -0.852763146
dtb  _C7_  1.9750   1.7500   0.005000000  -0.741685710
dtb  _H1'  1.3810   1.2100   0.008598240   0.268726247
dtb  _H2'  1.4250   1.2500   0.008598240   0.268726247
dtb  _H3'  1.4250   1.2500   0.008598240   0.268726247
dtb  _H3_  1.5900   1.4000   0.030040813  -0.651083722
dtb  _H4'  1.4250   1.2500   0.008598240   0.268726247
dtb  _H5'  1.4250   1.2500   0.008598240   0.268726247
dtb  _H6_  1.4250   1.2500   0.008598240   0.268726247
dtb  _H71  1.4250   1.2500   0.008598240   0.268726247
dtb  _H72  1.4250   1.2500   0.008598240   0.268726247
dtb  _H73  1.4250   1.2500   0.008598240   0.268726247
dtb  _N1_  1.8100   1.6000   0.054801302  -1.445846770
dtb  _N3_  1.8100   1.6000   0.054801302  -1.445846770
dtb  _O2_  1.5250   1.4250   0.001000000  -1.480495490
dtb  _O3'  1.7660   1.5600   0.020110767  -0.896042159
dtb  _O4'  1.7660   1.5600   0.020110767  -0.896042159
dtb  _O4_  1.5250   1.4250   0.001000000  -1.480495490
dtb  _O5'  1.7660   1.5600   0.021068034  -0.322181743
dte  H2''  1.4250   1.2500   0.008598240   0.268726247
dte  H5''  1.4250   1.2500   0.008598240   0.268726247
dte  HO3'  0.9960   0.8600   0.030040813  -0.651083722
dte  _C1'  1.9750   1.7500   0.005000000  -0.741685710
dte  _C2'  1.9750   1.7500   0.005000000  -0.741685710
dte  _C2_  1.9250   1.7000   0.001000000  -0.126889456
dte  _C3'  1.9750   1.7500   0.005000000  -0.741685710
dte  _C4'  1.9750   1.7500   0.005000000  -0.741685710
dte  _C4_  1.9250   1.7000   0.001000000  -0.126889456
dte  _C5'  1.9750   1.7500   0.005000000  -0.741685710
dte  _C5_  2.0020   1.7750   0.023028004  -0.852763146
dte  _C6_  2.0020   1.7750   0.023028004  -0.852763146
dte  _C7_  1.9750   1.7500   0.005000000  -0.741685710
dte  _H1'  1.3810   1.2100   0.008598240   0.268726247
dte  _H2'  1.4250   1.2500   0.008598240   0.268726247
dte  _H3'  1.4250   1.2500   0.008598240   0.268726247
dte  _H3_  1.5900   1.4000   0.030040813  -0.651083722
dte  _H4'  1.4250   1.2500   0.008598240   0.268726247
dte  _H5'  1.4250   1.2500   0.008598240   0.268726247
dte  _H6_  1.4250   1.2500   0.008598240   0.268726247
dte  _H71  1.4250   1.2500   0.008598240   0.268726247
dte  _H72  1.4250   1.2500   0.008598240   0.268726247
dte  _H73  1.4250   1.2500   0.008598240   0.268726247
dte  _N1_  1.8100   1.6000   0.054801302  -1.445846770
dte  _N3_  1.8100   1.6000   0.054801302  -1.445846770
dte  _O2_  1.5250   1.4250   0.001000000  -1.480495490
dte  _O3'  1.7660   1.5600   0.021068034  -0.322181743
dte  _O4'  1.7660   1.5600   0.020110767  -0.896042159
dte  _O4_  1.5250   1.4250   0.001000000  -1.480495490
dte  _O5'  1.7660   1.5600   0.020110767  -0.896042159
dte  _OP1  1.6890   1.4900   0.001000000  -0.126889456
dte  _OP2  1.6890   1.4900   0.001000000  -0.126889456
dte  _P__  2.1070   1.8700   0.005000000   0.000000000
gln  HE21  0.9960   0.8600   0.079817800  -1.129220000
gln  HE22  0.9960   0.8600   0.079817800  -1.129220000
gln  _CA_  1.9750   1.7500   0.000085900  -0.754493700
gln  _CB_  1.9750   1.7500   0.000085900  -0.754493700
gln  _CD_  2.1120   1.8750  -0.026933700  -0.722204000
gln  _CG_  1.9750   1.7500   0.000085900  -0.754493700
gln  _C__  2.1120   1.8750  -0.026933700  -0.722204000
gln  _HA_  1.4250   1.2500   0.008394800   0.285390400
gln  _HB2  1.4250   1.2500   0.008394800   0.285390400
gln  _HB3  1.4250   1.2500   0.008394800   0.285390400
gln  _HG2  1.4250   1.2500   0.008394800   0.285390400
gln  _HG3  1.4250   1.2500   0.008394800   0.285390400
gln  _H__  0.9960   0.8600   0.079817800  -1.129220000
gln  _NE2  1.9200   1.7000   0.168599800  -5.228863800
gln  _N__  1.9200   1.7000   0.168599800  -5.228863800
gln  _OE1  1.6780   1.4800   0.010478200   0.635855300
gln  _O__  1.6780   1.4800   0.010478200   0.635855300
glnb HE21  0.9960   0.8600   0.079817800  -1.129220000
glnb HE22  0.9960   0.8600   0.079817800  -1.129220000
glnb _CA_  1.9750   1.7500   0.000085900  -0.754493700
glnb _CB_  1.9750   1.7500   0.000085900  -0.754493700
glnb _CD_  2.1120   1.8750  -0.026933700  -0.722204000
glnb _CG_  1.9750   1.7500   0.000085900  -0.754493700
glnb _C__  2.1120   1.8750  -0.026933700  -0.722204000
glnb _H1_  0.9960   0.8600   0.079817800  -1.129220000
glnb _H2_  0.9960   0.8600   0.079817800  -1.129220000
glnb _H3_  0.9960   0.8600   0.079817800  -1.129220000
glnb _HA_  1.4250   1.2500   0.008394800   0.285390400
glnb _HB2  1.4250   1.2500   0.008394800   0.285390400
glnb _HB3  1.4250   1.2500   0.008394800   0.285390400
glnb _HG2  1.4250   1.2500   0.008394800   0.285390400
glnb _HG3  1.4250   1.2500   0.008394800   0.285390400
glnb _NE2  1.9200   1.7000   0.168599800  -5.228863800
glnb _N__  2.1000   1.6250  -0.100907100   4.805719700
glnb _OE1  1.6780   1.4800   0.010478200   0.635855300
glnb _O__  1.6780   1.4800   0.010478200   0.635855300
glne HE21  0.9960   0.8600   0.079817800  -1.129220000
glne HE22  0.9960   0.8600   0.079817800  -1.129220000
glne _CA_  1.9750   1.7500   0.000085900  -0.754493700
glne _CB_  1.9750   1.7500   0.000085900  -0.754493700
glne _CD_  2.1120   1.8750  -0.026933700  -0.722204000
glne _CG_  1.9750   1.7500   0.000085900  -0.754493700
glne _C__  2.1120   1.8750  -0.026933700  -0.722204000
glne _HA_  1.4250   1.2500   0.008394800   0.285390400
glne _HB2  1.4250   1.2500   0.008394800   0.285390400
glne _HB3  1.4250   1.2500   0.008394800   0.285390400
glne _HG2  1.4250   1.2500   0.008394800   0.285390400
glne _HG3  1.4250   1.2500   0.008394800   0.285390400
glne _H__  0.9960   0.8600   0.079817800  -1.129220000
glne _NE2  1.9200   1.7000   0.168599800  -5.228863800
glne _N__  1.9200   1.7000   0.168599800  -5.228863800
glne _OE1  1.6780   1.4800   0.010478200   0.635855300
glne _OXT  1.6780   1.4800  -0.350477400  15.005156000
glne _O__  1.6780   1.4800  -0.350477400  15.005156000
glnz HE21  0.9960   0.8600   0.079817800  -1.129220000
glnz HE22  0.9960   0.8600   0.079817800  -1.129220000
glnz _CA_  1.9750   1.7500   0.000085900  -0.754493700
glnz _CB_  1.9750   1.7500   0.000085900  -0.754493700
glnz _CD_  2.1120   1.8750  -0.026933700  -0.722204000
glnz _CG_  1.9750   1.7500   0.000085900  -0.754493700
glnz _C__  2.1120   1.8750  -0.026933700  -0.722204000
glnz _H1_  0.9960   0.8600   0.079817800  -1.129220000
glnz _H2_  0.9960   0.8600   0.079817800  -1.129220000
glnz _H3_  0.9960   0.8600   0.079817800  -1.129220000
glnz _HA_  1.4250   1.2500   0.008394800   0.285390400
glnz _HB2  1.4250   1.2500   0.008394800   0.285390400
glnz _HB3  1.4250   1.2500   0.008394800   0.285390400
glnz _HG2  1.4250   1.2500   0.008394800   0.285390400
glnz _HG3  1.4250   1.2500   0.008394800   0.285390400
glnz _NE2  1.9200   1.7000   0.168599800  -5.228863800
glnz _N__  2.1000   1.6250  -0.100907100   4.805719700
glnz _OE1  1.6780   1.4800   0.010478200   0.635855300
glnz _OXT  1.6780   1.4800  -0.350477400  15.005156000
glnz _O__  1.6780   1.4800  -0.350477400  15.005156000
glu  _CA_  1.9750   1.7500   0.000085900  -0.754493700
glu  _CB_  1.9750   1.7500   0.000085900  -0.754493700
glu  _CD_  2.1120   1.8750  -0.026933700  -0.722204000
glu  _CG_  1.9750   1.7500   0.000085900  -0.754493700
glu  _C__  2.1120   1.8750  -0.026933700  -0.722204000
glu  _HA_  1.4250   1.2500   0.008394800   0.285390400
glu  _HB2  1.4250   1.2500   0.008394800   0.285390400
glu  _HB3  1.4250   1.2500   0.008394800   0.285390400
glu  _HG2  1.4250   1.2500   0.008394800   0.285390400
glu  _HG3  1.4250   1.2500   0.008394800   0.285390400
glu  _H__  0.9960   0.8600   0.079817800  -1.129220000
glu  _N__  1.9200   1.7000   0.168599800  -5.228863800
glu  _OE1  1.6780   1.4800  -0.350477400  15.005156000
glu  _OE2  1.6780   1.4800  -0.350477400  15.005156000
glu  _O__  1.6780   1.4800   0.010478200   0.635855300
glub _CA_  1.9750   1.7500   0.000085900  -0.754493700
glub _CB_  1.9750   1.7500   0.000085900  -0.754493700
glub _CD_  2.1120   1.8750  -0.026933700  -0.722204000
glub _CG_  1.9750   1.7500   0.000085900  -0.754493700
glub _C__  2.1120   1.8750  -0.026933700  -0.722204000
glub _H1_  0.9960   0.8600   0.079817800  -1.129220000
glub _H2_  0.9960   0.8600   0.079817800  -1.129220000
glub _H3_  0.9960   0.8600   0.079817800  -1.129220000
glub _HA_  1.4250   1.2500   0.008394800   0.285390400
glub _HB2  1.4250   1.2500   0.008394800   0.285390400
glub _HB3  1.4250   1.2500   0.008394800   0.285390400
glub _HG2  1.4250   1.2500   0.008394800   0.285390400
glub _HG3  1.4250   1.2500   0.008394800   0.285390400
glub _N__  2.1000   1.6250  -0.100907100   4.805719700
glub _OE1  1.6780   1.4800  -0.350477400  15.005156000
glub _OE2  1.6780   1.4800  -0.350477400  15.005156000
glub _O__  1.6780   1.4800   0.010478200   0.635855300
glue _CA_  1.9750   1.7500   0.000085900  -0.754493700
glue _CB_  1.9750   1.7500   0.000085900  -0.754493700
glue _CD_  2.1120   1.8750  -0.026933700  -0.722204000
glue _CG_  1.9750   1.7500   0.000085900  -0.754493700
glue _C__  2.1120   1.8750  -0.026933700  -0.722204000
glue _HA_  1.4250   1.2500   0.008394800   0.285390400
glue _HB2  1.4250   1.2500   0.008394800   0.285390400
glue _HB3  1.4250   1.2500   0.008394800   0.285390400
glue _HG2  1.4250   1.2500   0.008394800   0.285390400
glue _HG3  1.4250   1.2500   0.008394800   0.285390400
glue _H__  0.9960   0.8600   0.079817800  -1.129220000
glue _N__  1.9200   1.7000   0.168599800  -5.228863800
glue _OE1  1.6780   1.4800  -0.350477400  15.005156000
glue _OE2  1.6780   1.4800  -0.350477400  15.005156000
glue _OXT  1.6780   1.4800  -0.350477400  15.005156000
glue _O__  1.6780   1.4800  -0.350477400  15.005156000
gluz _CA_  1.9750   1.7500   0.000085900  -0.754493700
gluz _CB_  1.9750   1.7500   0.000085900  -0.754493700
gluz _CD_  2.1120   1.8750  -0.026933700  -0.722204000
gluz _CG_  1.9750   1.7500   0.000085900  -0.754493700
gluz _C__  2.1120   1.8750  -0.026933700  -0.722204000
gluz _H1_  0.9960   0.8600   0.079817800  -1.129220000
gluz _H2_  0.9960   0.8600   0.079817800  -1.129220000
gluz _H3_  0.9960   0.8600   0.079817800  -1.129220000
gluz _HA_  1.4250   1.2500   0.008394800   0.285390400
gluz _HB2  1.4250   1.2500   0.008394800   0.285390400
gluz _HB3  1.4250   1.2500   0.008394800   0.285390400
gluz _HG2  1.4250   1.2500   0.008394800   0.285390400
gluz _HG3  1.4250   1.2500   0.008394800   0.285390400
gluz _N__  2.1000   1.6250  -0.100907100   4.805719700
gluz _OE1  1.6780   1.4800  -0.350477400  15.005156000
gluz _OE2  1.6780   1.4800  -0.350477400  15.005156000
gluz _OXT  1.6780   1.4800  -0.350477400  15.005156000
gluz _O__  1.6780   1.4800  -0.350477400  15.005156000
gly  _CA_  1.9750   1.7500   0.000085900  -0.754493700
gly  _C__  2.1120   1.8750  -0.026933700  -0.722204000
gly  _HA2  1.4250   1.2500   0.008394800   0.285390400
gly  _HA3  1.4250   1.2500   0.008394800   0.285390400
gly  _H__  0.9960   0.8600   0.079817800  -1.129220000
gly  _N__  1.9200   1.7000   0.168599800  -5.228863800
gly  _O__  1.6780   1.4800   0.010478200   0.635855300
glyb _CA_  1.9750   1.7500   0.000085900  -0.754493700
glyb _C__  2.1120   1.8750  -0.026933700  -0.722204000
glyb _H1_  0.9960   0.8600   0.079817800  -1.129220000
glyb _H2_  0.9960   0.8600   0.079817800  -1.129220000
glyb _H3_  0.9960   0.8600   0.079817800  -1.129220000
glyb _HA2  1.4250   1.2500   0.008394800   0.285390400
glyb _HA3  1.4250   1.2500   0.008394800   0.285390400
glyb _N__  2.1000   1.6250  -0.100907100   4.805719700
glyb _O__  1.6780   1.4800   0.010478200   0.635855300
glye _CA_  1.9750   1.7500   0.000085900  -0.754493700
glye _C__  2.1120   1.8750  -0.026933700  -0.722204000
glye _HA2  1.4250   1.2500   0.008394800   0.285390400
glye _HA3  1.4250   1.2500   0.008394800   0.285390400
glye _H__  0.9960   0.8600   0.079817800  -1.129220000
glye _N__  1.9200   1.7000   0.168599800  -5.228863800
glye _OXT  1.6780   1.4800  -0.350477400  15.005156000
glye _O__  1.6780   1.4800  -0.350477400  15.005156000
glyz _CA_  1.9750   1.7500   0.000085900  -0.754493700
glyz _C__  2.1120   1.8750  -0.026933700  -0.722204000
glyz _H1_  0.9960   0.8600   0.079817800  -1.129220000
glyz _H2_  0.9960   0.8600   0.079817800  -1.129220000
glyz _H3_  0.9960   0.8600   0.079817800  -1.129220000
glyz _HA2  1.4250   1.2500   0.008394800   0.285390400
glyz _HA3  1.4250   1.2500   0.008394800   0.285390400
glyz _N__  2.1000   1.6250  -0.100907100   4.805719700
glyz _OXT  1.6780   1.4800  -0.350477400  15.005156000
glyz _O__  1.6780   1.4800  -0.350477400  15.005156000
hid  _CA_  1.9750   1.7500   0.000085900  -0.754493700
hid  _CB_  1.9750   1.7500   0.000085900  -0.754493700
hid  _CD2  2.0020   1.7750  -0.026970600   0.118943300
hid  _CE1  2.0020   1.7750  -0.026970600   0.118943300
hid  _CG_  2.0020   1.7750  -0.026970600   0.118943300
hid  _C__  2.1120   1.8750  -0.026933700  -0.722204000
hid  _HA_  1.4250   1.2500   0.008394800   0.285390400
hid  _HB2  1.4250   1.2500   0.008394800   0.285390400
hid  _HB3  1.4250   1.2500   0.008394800   0.285390400
hid  _HD1  0.9960   0.8600   0.079817800  -1.129220000
hid  _HD2  1.3810   1.2100   0.048476300  -0.590796200
hid  _HE1  1.3810   1.2100   0.048476300  -0.590796200
hid  _H__  0.9960   0.8600   0.079817800  -1.129220000
hid  _ND1  1.8380   1.6250  -0.098957700   1.177961700
hid  _NE2  1.8380   1.6250  -0.098957700   1.177961700
hid  _N__  1.9200   1.7000   0.168599800  -5.228863800
hid  _O__  1.6780   1.4800   0.010478200   0.635855300
hidb _CA_  1.9750   1.7500   0.000085900  -0.754493700
hidb _CB_  1.9750   1.7500   0.000085900  -0.754493700
hidb _CD2  2.0020   1.7750  -0.026970600   0.118943300
hidb _CE1  2.0020   1.7750  -0.026970600   0.118943300
hidb _CG_  2.0020   1.7750  -0.026970600   0.118943300
hidb _C__  2.1120   1.8750  -0.026933700  -0.722204000
hidb _H1_  0.9960   0.8600   0.079817800  -1.129220000
hidb _H2_  0.9960   0.8600   0.079817800  -1.129220000
hidb _H3_  0.9960   0.8600   0.079817800  -1.129220000
hidb _HA_  1.4250   1.2500   0.008394800   0.285390400
hidb _HB2  1.4250   1.2500   0.008394800   0.285390400
hidb _HB3  1.4250   1.2500   0.008394800   0.285390400
hidb _HD1  0.9960   0.8600   0.079817800  -1.129220000
hidb _HD2  1.3810   1.2100   0.048476300  -0.590796200
hidb _HE1  1.3810   1.2100   0.048476300  -0.590796200
hidb _ND1  1.8380   1.6250  -0.098957700   1.177961700
hidb _NE2  1.8380   1.6250  -0.098957700   1.177961700
hidb _N__  2.1000   1.6250  -0.100907100   4.805719700
hidb _O__  1.6780   1.4800   0.010478200   0.635855300
hide _CA_  1.9750   1.7500   0.000085900  -0.754493700
hide _CB_  1.9750   1.7500   0.000085900  -0.754493700
hide _CD2  2.0020   1.7750  -0.026970600   0.118943300
hide _CE1  2.0020   1.7750  -0.026970600   0.118943300
hide _CG_  2.0020   1.7750  -0.026970600   0.118943300
hide _C__  2.1120   1.8750  -0.026933700  -0.722204000
hide _HA_  1.4250   1.2500   0.008394800   0.285390400
hide _HB2  1.4250   1.2500   0.008394800   0.285390400
hide _HB3  1.4250   1.2500   0.008394800   0.285390400
hide _HD1  0.9960   0.8600   0.079817800  -1.129220000
hide _HD2  1.3810   1.2100   0.048476300  -0.590796200
hide _HE1  1.3810   1.2100   0.048476300  -0.590796200
hide _H__  0.9960   0.8600   0.079817800  -1.129220000
hide _ND1  1.8380   1.6250  -0.098957700   1.177961700
hide _NE2  1.8380   1.6250  -0.098957700   1.177961700
hide _N__  1.9200   1.7000   0.168599800  -5.228863800
hide _OXT  1.6780   1.4800  -0.350477400  15.005156000
hide _O__  1.6780   1.4800  -0.350477400  15.005156000
hidz _CA_  1.9750   1.7500   0.000085900  -0.754493700
hidz _CB_  1.9750   1.7500   0.000085900  -0.754493700
hidz _CD2  2.0020   1.7750  -0.026970600   0.118943300
hidz _CE1  2.0020   1.7750  -0.026970600   0.118943300
hidz _CG_  2.0020   1.7750  -0.026970600   0.118943300
hidz _C__  2.1120   1.8750  -0.026933700  -0.722204000
hidz _H1_  0.9960   0.8600   0.079817800  -1.129220000
hidz _H2_  0.9960   0.8600   0.079817800  -1.129220000
hidz _H3_  0.9960   0.8600   0.079817800  -1.129220000
hidz _HA_  1.4250   1.2500   0.008394800   0.285390400
hidz _HB2  1.4250   1.2500   0.008394800   0.285390400
hidz _HB3  1.4250   1.2500   0.008394800   0.285390400
hidz _HD1  0.9960   0.8600   0.079817800  -1.129220000
hidz _HD2  1.3810   1.2100   0.048476300  -0.590796200
hidz _HE1  1.3810   1.2100   0.048476300  -0.590796200
hidz _ND1  1.8380   1.6250  -0.098957700   1.177961700
hidz _NE2  1.8380   1.6250  -0.098957700   1.177961700
hidz _N__  2.1000   1.6250  -0.100907100   4.805719700
hidz _OXT  1.6780   1.4800  -0.350477400  15.005156000
hidz _O__  1.6780   1.4800  -0.350477400  15.005156000
hie  _CA_  1.9750   1.7500   0.000085900  -0.754493700
hie  _CB_  1.9750   1.7500   0.000085900  -0.754493700
hie  _CD2  2.0020   1.7750  -0.026970600   0.118943300
hie  _CE1  2.0020   1.7750  -0.026970600   0.118943300
hie  _CG_  2.0020   1.7750  -0.026970600   0.118943300
hie  _C__  2.1120   1.8750  -0.026933700  -0.722204000
hie  _HA_  1.4250   1.2500   0.008394800   0.285390400
hie  _HB2  1.4250   1.2500   0.008394800   0.285390400
hie  _HB3  1.4250   1.2500   0.008394800   0.285390400
hie  _HD2  1.3810   1.2100   0.048476300  -0.590796200
hie  _HE1  1.3810   1.2100   0.048476300  -0.590796200
hie  _HE2  0.9960   0.8600   0.079817800  -1.129220000
hie  _H__  0.9960   0.8600   0.079817800  -1.129220000
hie  _ND1  1.8380   1.6250  -0.098957700   1.177961700
hie  _NE2  1.8380   1.6250  -0.098957700   1.177961700
hie  _N__  1.9200   1.7000   0.168599800  -5.228863800
hie  _O__  1.6780   1.4800   0.010478200   0.635855300
hieb _CA_  1.9750   1.7500   0.000085900  -0.754493700
hieb _CB_  1.9750   1.7500   0.000085900  -0.754493700
hieb _CD2  2.0020   1.7750  -0.026970600   0.118943300
hieb _CE1  2.0020   1.7750  -0.026970600   0.118943300
hieb _CG_  2.0020   1.7750  -0.026970600   0.118943300
hieb _C__  2.1120   1.8750  -0.026933700  -0.722204000
hieb _H1_  0.9960   0.8600   0.079817800  -1.129220000
hieb _H2_  0.9960   0.8600   0.079817800  -1.129220000
hieb _H3_  0.9960   0.8600   0.079817800  -1.129220000
hieb _HA_  1.4250   1.2500   0.008394800   0.285390400
hieb _HB2  1.4250   1.2500   0.008394800   0.285390400
hieb _HB3  1.4250   1.2500   0.008394800   0.285390400
hieb _HD2  1.3810   1.2100   0.048476300  -0.590796200
hieb _HE1  1.3810   1.2100   0.048476300  -0.590796200
hieb _HE2  0.9960   0.8600   0.079817800  -1.129220000
hieb _ND1  1.8380   1.6250  -0.098957700   1.177961700
hieb _NE2  1.8380   1.6250  -0.098957700   1.177961700
hieb _N__  2.1000   1.6250  -0.100907100   4.805719700
hieb _O__  1.6780   1.4800   0.010478200   0.635855300
hiee _CA_  1.9750   1.7500   0.000085900  -0.754493700
hiee _CB_  1.9750   1.7500   0.000085900  -0.754493700
hiee _CD2  2.0020   1.7750  -0.026970600   0.118943300
hiee _CE1  2.0020   1.7750  -0.026970600   0.118943300
hiee _CG_  2.0020   1.7750  -0.026970600   0.118943300
hiee _C__  2.1120   1.8750  -0.026933700  -0.722204000
hiee _HA_  1.4250   1.2500   0.008394800   0.285390400
hiee _HB2  1.4250   1.2500   0.008394800   0.285390400
hiee _HB3  1.4250   1.2500   0.008394800   0.285390400
hiee _HD2  1.3810   1.2100   0.048476300  -0.590796200
hiee _HE1  1.3810   1.2100   0.048476300  -0.590796200
