# Solvent params for SGB 

# residue  PDBatomName radNpSGB radNpType SGBNpGamma  SGBNpType

hiee _HE2  0.9960   0.8600   0.079817800  -1.129220000
hiee _H__  0.9960   0.8600   0.079817800  -1.129220000
hiee _ND1  1.8380   1.6250  -0.098957700   1.177961700
hiee _NE2  1.8380   1.6250  -0.098957700   1.177961700
hiee _N__  1.9200   1.7000   0.168599800  -5.228863800
hiee _OXT  1.6780   1.4800  -0.350477400  15.005156000
hiee _O__  1.6780   1.4800  -0.350477400  15.005156000
hiez _CA_  1.9750   1.7500   0.000085900  -0.754493700
hiez _CB_  1.9750   1.7500   0.000085900  -0.754493700
hiez _CD2  2.0020   1.7750  -0.026970600   0.118943300
hiez _CE1  2.0020   1.7750  -0.026970600   0.118943300
hiez _CG_  2.0020   1.7750  -0.026970600   0.118943300
hiez _C__  2.1120   1.8750  -0.026933700  -0.722204000
hiez _H1_  0.9960   0.8600   0.079817800  -1.129220000
hiez _H2_  0.9960   0.8600   0.079817800  -1.129220000
hiez _H3_  0.9960   0.8600   0.079817800  -1.129220000
hiez _HA_  1.4250   1.2500   0.008394800   0.285390400
hiez _HB2  1.4250   1.2500   0.008394800   0.285390400
hiez _HB3  1.4250   1.2500   0.008394800   0.285390400
hiez _HD2  1.3810   1.2100   0.048476300  -0.590796200
hiez _HE1  1.3810   1.2100   0.048476300  -0.590796200
hiez _HE2  0.9960   0.8600   0.079817800  -1.129220000
hiez _ND1  1.8380   1.6250  -0.098957700   1.177961700
hiez _NE2  1.8380   1.6250  -0.098957700   1.177961700
hiez _N__  2.1000   1.6250  -0.100907100   4.805719700
hiez _OXT  1.6780   1.4800  -0.350477400  15.005156000
hiez _O__  1.6780   1.4800  -0.350477400  15.005156000
hip  _CA_  1.9750   1.7500   0.000085900  -0.754493700
hip  _CB_  1.9750   1.7500   0.000085900  -0.754493700
hip  _CD2  2.0020   1.7750  -0.026970600   0.118943300
hip  _CE1  2.0020   1.7750  -0.026970600   0.118943300
hip  _CG_  2.0020   1.7750  -0.026970600   0.118943300
hip  _C__  2.1120   1.8750  -0.026933700  -0.722204000
hip  _HA_  1.4250   1.2500   0.008394800   0.285390400
hip  _HB2  1.4250   1.2500   0.008394800   0.285390400
hip  _HB3  1.4250   1.2500   0.008394800   0.285390400
hip  _HD1  0.9960   0.8600   0.079817800  -1.129220000
hip  _HD2  1.3810   1.2100   0.048476300  -0.590796200
hip  _HE1  1.3810   1.2100   0.048476300  -0.590796200
hip  _HE2  0.9960   0.8600   0.079817800  -1.129220000
hip  _H__  0.9960   0.8600   0.079817800  -1.129220000
hip  _ND1  1.8380   1.6250  -0.098957700   1.177961700
hip  _NE2  1.8380   1.6250  -0.098957700   1.177961700
hip  _N__  1.9200   1.7000   0.168599800  -5.228863800
hip  _O__  1.6780   1.4800   0.010478200   0.635855300
hipb _CA_  1.9750   1.7500   0.000085900  -0.754493700
hipb _CB_  1.9750   1.7500   0.000085900  -0.754493700
hipb _CD2  2.0020   1.7750  -0.026970600   0.118943300
hipb _CE1  2.0020   1.7750  -0.026970600   0.118943300
hipb _CG_  2.0020   1.7750  -0.026970600   0.118943300
hipb _C__  2.1120   1.8750  -0.026933700  -0.722204000
hipb _H1_  0.9960   0.8600   0.079817800  -1.129220000
hipb _H2_  0.9960   0.8600   0.079817800  -1.129220000
hipb _H3_  0.9960   0.8600   0.079817800  -1.129220000
hipb _HA_  1.4250   1.2500   0.008394800   0.285390400
hipb _HB2  1.4250   1.2500   0.008394800   0.285390400
hipb _HB3  1.4250   1.2500   0.008394800   0.285390400
hipb _HD1  0.9960   0.8600   0.079817800  -1.129220000
hipb _HD2  1.3810   1.2100   0.048476300  -0.590796200
hipb _HE1  1.3810   1.2100   0.048476300  -0.590796200
hipb _HE2  0.9960   0.8600   0.079817800  -1.129220000
hipb _ND1  1.8380   1.6250  -0.098957700   1.177961700
hipb _NE2  1.8380   1.6250  -0.098957700   1.177961700
hipb _N__  2.1000   1.6250  -0.100907100   4.805719700
hipb _O__  1.6780   1.4800   0.010478200   0.635855300
hipe _CA_  1.9750   1.7500   0.000085900  -0.754493700
hipe _CB_  1.9750   1.7500   0.000085900  -0.754493700
hipe _CD2  2.0020   1.7750  -0.026970600   0.118943300
hipe _CE1  2.0020   1.7750  -0.026970600   0.118943300
hipe _CG_  2.0020   1.7750  -0.026970600   0.118943300
hipe _C__  2.1120   1.8750  -0.026933700  -0.722204000
hipe _HA_  1.4250   1.2500   0.008394800   0.285390400
hipe _HB2  1.4250   1.2500   0.008394800   0.285390400
hipe _HB3  1.4250   1.2500   0.008394800   0.285390400
hipe _HD1  0.9960   0.8600   0.079817800  -1.129220000
hipe _HD2  1.3810   1.2100   0.048476300  -0.590796200
hipe _HE1  1.3810   1.2100   0.048476300  -0.590796200
hipe _HE2  0.9960   0.8600   0.079817800  -1.129220000
hipe _H__  0.9960   0.8600   0.079817800  -1.129220000
hipe _ND1  1.8380   1.6250  -0.098957700   1.177961700
hipe _NE2  1.8380   1.6250  -0.098957700   1.177961700
hipe _N__  1.9200   1.7000   0.168599800  -5.228863800
hipe _OXT  1.6780   1.4800  -0.350477400  15.005156000
hipe _O__  1.6780   1.4800  -0.350477400  15.005156000
hipz _CA_  1.9750   1.7500   0.000085900  -0.754493700
hipz _CB_  1.9750   1.7500   0.000085900  -0.754493700
hipz _CD2  2.0020   1.7750  -0.026970600   0.118943300
hipz _CE1  2.0020   1.7750  -0.026970600   0.118943300
hipz _CG_  2.0020   1.7750  -0.026970600   0.118943300
hipz _C__  2.1120   1.8750  -0.026933700  -0.722204000
hipz _H1_  0.9960   0.8600   0.079817800  -1.129220000
hipz _H2_  0.9960   0.8600   0.079817800  -1.129220000
hipz _H3_  0.9960   0.8600   0.079817800  -1.129220000
hipz _HA_  1.4250   1.2500   0.008394800   0.285390400
hipz _HB2  1.4250   1.2500   0.008394800   0.285390400
hipz _HB3  1.4250   1.2500   0.008394800   0.285390400
hipz _HD1  0.9960   0.8600   0.079817800  -1.129220000
hipz _HD2  1.3810   1.2100   0.048476300  -0.590796200
hipz _HE1  1.3810   1.2100   0.048476300  -0.590796200
hipz _HE2  0.9960   0.8600   0.079817800  -1.129220000
hipz _ND1  1.8380   1.6250  -0.098957700   1.177961700
hipz _NE2  1.8380   1.6250  -0.098957700   1.177961700
hipz _N__  2.1000   1.6250  -0.100907100   4.805719700
hipz _OXT  1.6780   1.4800  -0.350477400  15.005156000
hipz _O__  1.6780   1.4800  -0.350477400  15.005156000
his  _CA_  1.9750   1.7500   0.000085900  -0.754493700
his  _CB_  1.9750   1.7500   0.000085900  -0.754493700
his  _CD2  2.0020   1.7750  -0.026970600   0.118943300
his  _CE1  2.0020   1.7750  -0.026970600   0.118943300
his  _CG_  2.0020   1.7750  -0.026970600   0.118943300
his  _C__  2.1120   1.8750  -0.026933700  -0.722204000
his  _HA_  1.4250   1.2500   0.008394800   0.285390400
his  _HB2  1.4250   1.2500   0.008394800   0.285390400
his  _HB3  1.4250   1.2500   0.008394800   0.285390400
his  _HD1  0.9960   0.8600   0.079817800  -1.129220000
his  _HD2  1.3810   1.2100   0.048476300  -0.590796200
his  _HE1  1.3810   1.2100   0.048476300  -0.590796200
his  _H__  0.9960   0.8600   0.079817800  -1.129220000
his  _ND1  1.8380   1.6250  -0.098957700   1.177961700
his  _NE2  1.8380   1.6250  -0.098957700   1.177961700
his  _N__  1.9200   1.7000   0.168599800  -5.228863800
his  _O__  1.6780   1.4800   0.010478200   0.635855300
hisb _CA_  1.9750   1.7500   0.000085900  -0.754493700
hisb _CB_  1.9750   1.7500   0.000085900  -0.754493700
hisb _CD2  2.0020   1.7750  -0.026970600   0.118943300
hisb _CE1  2.0020   1.7750  -0.026970600   0.118943300
hisb _CG_  2.0020   1.7750  -0.026970600   0.118943300
hisb _C__  2.1120   1.8750  -0.026933700  -0.722204000
hisb _H1_  0.9960   0.8600   0.079817800  -1.129220000
hisb _H2_  0.9960   0.8600   0.079817800  -1.129220000
hisb _H3_  0.9960   0.8600   0.079817800  -1.129220000
hisb _HA_  1.4250   1.2500   0.008394800   0.285390400
hisb _HB2  1.4250   1.2500   0.008394800   0.285390400
hisb _HB3  1.4250   1.2500   0.008394800   0.285390400
hisb _HD1  0.9960   0.8600   0.079817800  -1.129220000
hisb _HD2  1.3810   1.2100   0.048476300  -0.590796200
hisb _HE1  1.3810   1.2100   0.048476300  -0.590796200
hisb _ND1  1.8380   1.6250  -0.098957700   1.177961700
hisb _NE2  1.8380   1.6250  -0.098957700   1.177961700
hisb _N__  2.1000   1.6250  -0.100907100   4.805719700
hisb _O__  1.6780   1.4800   0.010478200   0.635855300
hise _CA_  1.9750   1.7500   0.000085900  -0.754493700
hise _CB_  1.9750   1.7500   0.000085900  -0.754493700
hise _CD2  2.0020   1.7750  -0.026970600   0.118943300
hise _CE1  2.0020   1.7750  -0.026970600   0.118943300
hise _CG_  2.0020   1.7750  -0.026970600   0.118943300
hise _C__  2.1120   1.8750  -0.026933700  -0.722204000
hise _HA_  1.4250   1.2500   0.008394800   0.285390400
hise _HB2  1.4250   1.2500   0.008394800   0.285390400
hise _HB3  1.4250   1.2500   0.008394800   0.285390400
hise _HD1  0.9960   0.8600   0.079817800  -1.129220000
hise _HD2  1.3810   1.2100   0.048476300  -0.590796200
hise _HE1  1.3810   1.2100   0.048476300  -0.590796200
hise _H__  0.9960   0.8600   0.079817800  -1.129220000
hise _ND1  1.8380   1.6250  -0.098957700   1.177961700
hise _NE2  1.8380   1.6250  -0.098957700   1.177961700
hise _N__  1.9200   1.7000   0.168599800  -5.228863800
hise _OXT  1.6780   1.4800  -0.350477400  15.005156000
hise _O__  1.6780   1.4800  -0.350477400  15.005156000
hisz _CA_  1.9750   1.7500   0.000085900  -0.754493700
hisz _CB_  1.9750   1.7500   0.000085900  -0.754493700
hisz _CD2  2.0020   1.7750  -0.026970600   0.118943300
hisz _CE1  2.0020   1.7750  -0.026970600   0.118943300
hisz _CG_  2.0020   1.7750  -0.026970600   0.118943300
hisz _C__  2.1120   1.8750  -0.026933700  -0.722204000
hisz _H1_  0.9960   0.8600   0.079817800  -1.129220000
hisz _H2_  0.9960   0.8600   0.079817800  -1.129220000
hisz _H3_  0.9960   0.8600   0.079817800  -1.129220000
hisz _HA_  1.4250   1.2500   0.008394800   0.285390400
hisz _HB2  1.4250   1.2500   0.008394800   0.285390400
hisz _HB3  1.4250   1.2500   0.008394800   0.285390400
hisz _HD1  0.9960   0.8600   0.079817800  -1.129220000
hisz _HD2  1.3810   1.2100   0.048476300  -0.590796200
hisz _HE1  1.3810   1.2100   0.048476300  -0.590796200
hisz _ND1  1.8380   1.6250  -0.098957700   1.177961700
hisz _NE2  1.8380   1.6250  -0.098957700   1.177961700
hisz _N__  2.1000   1.6250  -0.100907100   4.805719700
hisz _OXT  1.6780   1.4800  -0.350477400  15.005156000
hisz _O__  1.6780   1.4800  -0.350477400  15.005156000
ile  HD11  1.4250   1.2500   0.008394800   0.285390400
ile  HD12  1.4250   1.2500   0.008394800   0.285390400
ile  HD13  1.4250   1.2500   0.008394800   0.285390400
ile  HG12  1.4250   1.2500   0.008394800   0.285390400
ile  HG13  1.4250   1.2500   0.008394800   0.285390400
ile  HG21  1.4250   1.2500   0.008394800   0.285390400
ile  HG22  1.4250   1.2500   0.008394800   0.285390400
ile  HG23  1.4250   1.2500   0.008394800   0.285390400
ile  _CA_  1.9750   1.7500   0.000085900  -0.754493700
ile  _CB_  1.9750   1.7500   0.000085900  -0.754493700
ile  _CD1  1.9750   1.7500   0.000085900  -0.754493700
ile  _CG1  1.9750   1.7500   0.000085900  -0.754493700
ile  _CG2  1.9750   1.7500   0.000085900  -0.754493700
ile  _C__  2.1120   1.8750  -0.026933700  -0.722204000
ile  _HA_  1.4250   1.2500   0.008394800   0.285390400
ile  _HB_  1.4250   1.2500   0.008394800   0.285390400
ile  _H__  0.9960   0.8600   0.079817800  -1.129220000
ile  _N__  1.9200   1.7000   0.168599800  -5.228863800
ile  _O__  1.6780   1.4800   0.010478200   0.635855300
ileb HD11  1.4250   1.2500   0.008394800   0.285390400
ileb HD12  1.4250   1.2500   0.008394800   0.285390400
ileb HD13  1.4250   1.2500   0.008394800   0.285390400
ileb HG12  1.4250   1.2500   0.008394800   0.285390400
ileb HG13  1.4250   1.2500   0.008394800   0.285390400
ileb HG21  1.4250   1.2500   0.008394800   0.285390400
ileb HG22  1.4250   1.2500   0.008394800   0.285390400
ileb HG23  1.4250   1.2500   0.008394800   0.285390400
ileb _CA_  1.9750   1.7500   0.000085900  -0.754493700
ileb _CB_  1.9750   1.7500   0.000085900  -0.754493700
ileb _CD1  1.9750   1.7500   0.000085900  -0.754493700
ileb _CG1  1.9750   1.7500   0.000085900  -0.754493700
ileb _CG2  1.9750   1.7500   0.000085900  -0.754493700
ileb _C__  2.1120   1.8750  -0.026933700  -0.722204000
ileb _H1_  0.9960   0.8600   0.079817800  -1.129220000
ileb _H2_  0.9960   0.8600   0.079817800  -1.129220000
ileb _H3_  0.9960   0.8600   0.079817800  -1.129220000
ileb _HA_  1.4250   1.2500   0.008394800   0.285390400
ileb _HB_  1.4250   1.2500   0.008394800   0.285390400
ileb _N__  2.1000   1.6250  -0.100907100   4.805719700
ileb _O__  1.6780   1.4800   0.010478200   0.635855300
ilee HD11  1.4250   1.2500   0.008394800   0.285390400
ilee HD12  1.4250   1.2500   0.008394800   0.285390400
ilee HD13  1.4250   1.2500   0.008394800   0.285390400
ilee HG12  1.4250   1.2500   0.008394800   0.285390400
ilee HG13  1.4250   1.2500   0.008394800   0.285390400
ilee HG21  1.4250   1.2500   0.008394800   0.285390400
ilee HG22  1.4250   1.2500   0.008394800   0.285390400
ilee HG23  1.4250   1.2500   0.008394800   0.285390400
ilee _CA_  1.9750   1.7500   0.000085900  -0.754493700
ilee _CB_  1.9750   1.7500   0.000085900  -0.754493700
ilee _CD1  1.9750   1.7500   0.000085900  -0.754493700
ilee _CG1  1.9750   1.7500   0.000085900  -0.754493700
ilee _CG2  1.9750   1.7500   0.000085900  -0.754493700
ilee _C__  2.1120   1.8750  -0.026933700  -0.722204000
ilee _HA_  1.4250   1.2500   0.008394800   0.285390400
ilee _HB_  1.4250   1.2500   0.008394800   0.285390400
ilee _H__  0.9960   0.8600   0.079817800  -1.129220000
ilee _N__  1.9200   1.7000   0.168599800  -5.228863800
ilee _OXT  1.6780   1.4800  -0.350477400  15.005156000
ilee _O__  1.6780   1.4800  -0.350477400  15.005156000
ilez HD11  1.4250   1.2500   0.008394800   0.285390400
ilez HD12  1.4250   1.2500   0.008394800   0.285390400
ilez HD13  1.4250   1.2500   0.008394800   0.285390400
ilez HG12  1.4250   1.2500   0.008394800   0.285390400
ilez HG13  1.4250   1.2500   0.008394800   0.285390400
ilez HG21  1.4250   1.2500   0.008394800   0.285390400
ilez HG22  1.4250   1.2500   0.008394800   0.285390400
ilez HG23  1.4250   1.2500   0.008394800   0.285390400
ilez _CA_  1.9750   1.7500   0.000085900  -0.754493700
ilez _CB_  1.9750   1.7500   0.000085900  -0.754493700
ilez _CD1  1.9750   1.7500   0.000085900  -0.754493700
ilez _CG1  1.9750   1.7500   0.000085900  -0.754493700
ilez _CG2  1.9750   1.7500   0.000085900  -0.754493700
ilez _C__  2.1120   1.8750  -0.026933700  -0.722204000
ilez _H1_  0.9960   0.8600   0.079817800  -1.129220000
ilez _H2_  0.9960   0.8600   0.079817800  -1.129220000
ilez _H3_  0.9960   0.8600   0.079817800  -1.129220000
ilez _HA_  1.4250   1.2500   0.008394800   0.285390400
ilez _HB_  1.4250   1.2500   0.008394800   0.285390400
ilez _N__  2.1000   1.6250  -0.100907100   4.805719700
ilez _OXT  1.6780   1.4800  -0.350477400  15.005156000
ilez _O__  1.6780   1.4800  -0.350477400  15.005156000
leu  HD11  1.4250   1.2500   0.008394800   0.285390400
leu  HD12  1.4250   1.2500   0.008394800   0.285390400
leu  HD13  1.4250   1.2500   0.008394800   0.285390400
leu  HD21  1.4250   1.2500   0.008394800   0.285390400
leu  HD22  1.4250   1.2500   0.008394800   0.285390400
leu  HD23  1.4250   1.2500   0.008394800   0.285390400
leu  _CA_  1.9750   1.7500   0.000085900  -0.754493700
leu  _CB_  1.9750   1.7500   0.000085900  -0.754493700
leu  _CD1  1.9750   1.7500   0.000085900  -0.754493700
leu  _CD2  1.9750   1.7500   0.000085900  -0.754493700
leu  _CG_  1.9750   1.7500   0.000085900  -0.754493700
leu  _C__  2.1120   1.8750  -0.026933700  -0.722204000
leu  _HA_  1.4250   1.2500   0.008394800   0.285390400
leu  _HB2  1.4250   1.2500   0.008394800   0.285390400
leu  _HB3  1.4250   1.2500   0.008394800   0.285390400
leu  _HG_  1.4250   1.2500   0.008394800   0.285390400
leu  _H__  0.9960   0.8600   0.079817800  -1.129220000
leu  _N__  1.9200   1.7000   0.168599800  -5.228863800
leu  _O__  1.6780   1.4800   0.010478200   0.635855300
leub HD11  1.4250   1.2500   0.008394800   0.285390400
leub HD12  1.4250   1.2500   0.008394800   0.285390400
leub HD13  1.4250   1.2500   0.008394800   0.285390400
leub HD21  1.4250   1.2500   0.008394800   0.285390400
leub HD22  1.4250   1.2500   0.008394800   0.285390400
leub HD23  1.4250   1.2500   0.008394800   0.285390400
leub _CA_  1.9750   1.7500   0.000085900  -0.754493700
leub _CB_  1.9750   1.7500   0.000085900  -0.754493700
leub _CD1  1.9750   1.7500   0.000085900  -0.754493700
leub _CD2  1.9750   1.7500   0.000085900  -0.754493700
leub _CG_  1.9750   1.7500   0.000085900  -0.754493700
leub _C__  2.1120   1.8750  -0.026933700  -0.722204000
leub _H1_  0.9960   0.8600   0.079817800  -1.129220000
leub _H2_  0.9960   0.8600   0.079817800  -1.129220000
leub _H3_  0.9960   0.8600   0.079817800  -1.129220000
leub _HA_  1.4250   1.2500   0.008394800   0.285390400
leub _HB2  1.4250   1.2500   0.008394800   0.285390400
leub _HB3  1.4250   1.2500   0.008394800   0.285390400
leub _HG_  1.4250   1.2500   0.008394800   0.285390400
leub _N__  2.1000   1.6250  -0.100907100   4.805719700
leub _O__  1.6780   1.4800   0.010478200   0.635855300
leue HD11  1.4250   1.2500   0.008394800   0.285390400
leue HD12  1.4250   1.2500   0.008394800   0.285390400
leue HD13  1.4250   1.2500   0.008394800   0.285390400
leue HD21  1.4250   1.2500   0.008394800   0.285390400
leue HD22  1.4250   1.2500   0.008394800   0.285390400
leue HD23  1.4250   1.2500   0.008394800   0.285390400
leue _CA_  1.9750   1.7500   0.000085900  -0.754493700
leue _CB_  1.9750   1.7500   0.000085900  -0.754493700
leue _CD1  1.9750   1.7500   0.000085900  -0.754493700
leue _CD2  1.9750   1.7500   0.000085900  -0.754493700
leue _CG_  1.9750   1.7500   0.000085900  -0.754493700
leue _C__  2.1120   1.8750  -0.026933700  -0.722204000
leue _HA_  1.4250   1.2500   0.008394800   0.285390400
leue _HB2  1.4250   1.2500   0.008394800   0.285390400
leue _HB3  1.4250   1.2500   0.008394800   0.285390400
leue _HG_  1.4250   1.2500   0.008394800   0.285390400
leue _H__  0.9960   0.8600   0.079817800  -1.129220000
leue _N__  1.9200   1.7000   0.168599800  -5.228863800
leue _OXT  1.6780   1.4800  -0.350477400  15.005156000
leue _O__  1.6780   1.4800  -0.350477400  15.005156000
leuz HD11  1.4250   1.2500   0.008394800   0.285390400
leuz HD12  1.4250   1.2500   0.008394800   0.285390400
leuz HD13  1.4250   1.2500   0.008394800   0.285390400
leuz HD21  1.4250   1.2500   0.008394800   0.285390400
leuz HD22  1.4250   1.2500   0.008394800   0.285390400
leuz HD23  1.4250   1.2500   0.008394800   0.285390400
leuz _CA_  1.9750   1.7500   0.000085900  -0.754493700
leuz _CB_  1.9750   1.7500   0.000085900  -0.754493700
leuz _CD1  1.9750   1.7500   0.000085900  -0.754493700
leuz _CD2  1.9750   1.7500   0.000085900  -0.754493700
leuz _CG_  1.9750   1.7500   0.000085900  -0.754493700
leuz _C__  2.1120   1.8750  -0.026933700  -0.722204000
leuz _H1_  0.9960   0.8600   0.079817800  -1.129220000
leuz _H2_  0.9960   0.8600   0.079817800  -1.129220000
leuz _H3_  0.9960   0.8600   0.079817800  -1.129220000
leuz _HA_  1.4250   1.2500   0.008394800   0.285390400
leuz _HB2  1.4250   1.2500   0.008394800   0.285390400
leuz _HB3  1.4250   1.2500   0.008394800   0.285390400
leuz _HG_  1.4250   1.2500   0.008394800   0.285390400
leuz _N__  2.1000   1.6250  -0.100907100   4.805719700
leuz _OXT  1.6780   1.4800  -0.350477400  15.005156000
leuz _O__  1.6780   1.4800  -0.350477400  15.005156000
lys  _CA_  1.9750   1.7500   0.000085900  -0.754493700
lys  _CB_  1.9750   1.7500   0.000085900  -0.754493700
lys  _CD_  1.9750   1.7500   0.000085900  -0.754493700
lys  _CE_  1.9750   1.7500   0.000085900  -0.754493700
lys  _CG_  1.9750   1.7500   0.000085900  -0.754493700
lys  _C__  2.1120   1.8750  -0.026933700  -0.722204000
lys  _HA_  1.4250   1.2500   0.008394800   0.285390400
lys  _HB2  1.4250   1.2500   0.008394800   0.285390400
lys  _HB3  1.4250   1.2500   0.008394800   0.285390400
lys  _HD2  1.4250   1.2500   0.008394800   0.285390400
lys  _HD3  1.4250   1.2500   0.008394800   0.285390400
lys  _HE2  1.4250   1.2500   0.008394800   0.285390400
lys  _HE3  1.4250   1.2500   0.008394800   0.285390400
lys  _HG2  1.4250   1.2500   0.008394800   0.285390400
lys  _HG3  1.4250   1.2500   0.008394800   0.285390400
lys  _HZ1  0.9960   0.8600   0.079817800  -1.129220000
lys  _HZ2  0.9960   0.8600   0.079817800  -1.129220000
lys  _HZ3  0.9960   0.8600   0.079817800  -1.129220000
lys  _H__  0.9960   0.8600   0.079817800  -1.129220000
lys  _NZ_  2.1000   1.6250  -0.100907100   4.805719700
lys  _N__  1.9200   1.7000   0.168599800  -5.228863800
lys  _O__  1.6780   1.4800   0.010478200   0.635855300
lysb _CA_  1.9750   1.7500   0.000085900  -0.754493700
lysb _CB_  1.9750   1.7500   0.000085900  -0.754493700
lysb _CD_  1.9750   1.7500   0.000085900  -0.754493700
lysb _CE_  1.9750   1.7500   0.000085900  -0.754493700
lysb _CG_  1.9750   1.7500   0.000085900  -0.754493700
lysb _C__  2.1120   1.8750  -0.026933700  -0.722204000
lysb _H1_  0.9960   0.8600   0.079817800  -1.129220000
lysb _H2_  0.9960   0.8600   0.079817800  -1.129220000
lysb _H3_  0.9960   0.8600   0.079817800  -1.129220000
lysb _HA_  1.4250   1.2500   0.008394800   0.285390400
lysb _HB2  1.4250   1.2500   0.008394800   0.285390400
lysb _HB3  1.4250   1.2500   0.008394800   0.285390400
lysb _HD2  1.4250   1.2500   0.008394800   0.285390400
lysb _HD3  1.4250   1.2500   0.008394800   0.285390400
lysb _HE2  1.4250   1.2500   0.008394800   0.285390400
lysb _HE3  1.4250   1.2500   0.008394800   0.285390400
lysb _HG2  1.4250   1.2500   0.008394800   0.285390400
lysb _HG3  1.4250   1.2500   0.008394800   0.285390400
lysb _HZ1  0.9960   0.8600   0.079817800  -1.129220000
lysb _HZ2  0.9960   0.8600   0.079817800  -1.129220000
lysb _HZ3  0.9960   0.8600   0.079817800  -1.129220000
lysb _NZ_  2.1000   1.6250  -0.100907100   4.805719700
lysb _N__  2.1000   1.6250  -0.100907100   4.805719700
lysb _O__  1.6780   1.4800   0.010478200   0.635855300
lyse _CA_  1.9750   1.7500   0.000085900  -0.754493700
lyse _CB_  1.9750   1.7500   0.000085900  -0.754493700
lyse _CD_  1.9750   1.7500   0.000085900  -0.754493700
lyse _CE_  1.9750   1.7500   0.000085900  -0.754493700
lyse _CG_  1.9750   1.7500   0.000085900  -0.754493700
lyse _C__  2.1120   1.8750  -0.026933700  -0.722204000
lyse _HA_  1.4250   1.2500   0.008394800   0.285390400
lyse _HB2  1.4250   1.2500   0.008394800   0.285390400
lyse _HB3  1.4250   1.2500   0.008394800   0.285390400
lyse _HD2  1.4250   1.2500   0.008394800   0.285390400
lyse _HD3  1.4250   1.2500   0.008394800   0.285390400
lyse _HE2  1.4250   1.2500   0.008394800   0.285390400
lyse _HE3  1.4250   1.2500   0.008394800   0.285390400
lyse _HG2  1.4250   1.2500   0.008394800   0.285390400
lyse _HG3  1.4250   1.2500   0.008394800   0.285390400
lyse _HZ1  0.9960   0.8600   0.079817800  -1.129220000
lyse _HZ2  0.9960   0.8600   0.079817800  -1.129220000
lyse _HZ3  0.9960   0.8600   0.079817800  -1.129220000
lyse _H__  0.9960   0.8600   0.079817800  -1.129220000
lyse _NZ_  2.1000   1.6250  -0.100907100   4.805719700
lyse _N__  1.9200   1.7000   0.168599800  -5.228863800
lyse _OXT  1.6780   1.4800  -0.350477400  15.005156000
lyse _O__  1.6780   1.4800  -0.350477400  15.005156000
lysz _CA_  1.9750   1.7500   0.000085900  -0.754493700
lysz _CB_  1.9750   1.7500   0.000085900  -0.754493700
lysz _CD_  1.9750   1.7500   0.000085900  -0.754493700
lysz _CE_  1.9750   1.7500   0.000085900  -0.754493700
lysz _CG_  1.9750   1.7500   0.000085900  -0.754493700
lysz _C__  2.1120   1.8750  -0.026933700  -0.722204000
lysz _H1_  0.9960   0.8600   0.079817800  -1.129220000
lysz _H2_  0.9960   0.8600   0.079817800  -1.129220000
lysz _H3_  0.9960   0.8600   0.079817800  -1.129220000
lysz _HA_  1.4250   1.2500   0.008394800   0.285390400
lysz _HB2  1.4250   1.2500   0.008394800   0.285390400
lysz _HB3  1.4250   1.2500   0.008394800   0.285390400
lysz _HD2  1.4250   1.2500   0.008394800   0.285390400
lysz _HD3  1.4250   1.2500   0.008394800   0.285390400
lysz _HE2  1.4250   1.2500   0.008394800   0.285390400
lysz _HE3  1.4250   1.2500   0.008394800   0.285390400
lysz _HG2  1.4250   1.2500   0.008394800   0.285390400
lysz _HG3  1.4250   1.2500   0.008394800   0.285390400
lysz _HZ1  0.9960   0.8600   0.079817800  -1.129220000
lysz _HZ2  0.9960   0.8600   0.079817800  -1.129220000
lysz _HZ3  0.9960   0.8600   0.079817800  -1.129220000
lysz _NZ_  2.1000   1.6250  -0.100907100   4.805719700
lysz _N__  2.1000   1.6250  -0.100907100   4.805719700
lysz _OXT  1.6780   1.4800  -0.350477400  15.005156000
lysz _O__  1.6780   1.4800  -0.350477400  15.005156000
met  _CA_  1.9750   1.7500   0.000085900  -0.754493700
met  _CB_  1.9750   1.7500   0.000085900  -0.754493700
met  _CE_  1.9750   1.7500   0.000085900  -0.754493700
met  _CG_  1.9750   1.7500   0.000085900  -0.754493700
met  _C__  2.1120   1.8750  -0.026933700  -0.722204000
met  _HA_  1.4250   1.2500   0.008394800   0.285390400
met  _HB2  1.4250   1.2500   0.008394800   0.285390400
met  _HB3  1.4250   1.2500   0.008394800   0.285390400
met  _HE1  1.4250   1.2500   0.008394800   0.285390400
met  _HE2  1.4250   1.2500   0.008394800   0.285390400
met  _HE3  1.4250   1.2500   0.008394800   0.285390400
met  _HG2  1.4250   1.2500   0.008394800   0.285390400
met  _HG3  1.4250   1.2500   0.008394800   0.285390400
met  _H__  0.9960   0.8600   0.079817800  -1.129220000
met  _N__  1.9200   1.7000   0.168599800  -5.228863800
met  _O__  1.6780   1.4800   0.010478200   0.635855300
met  _SD_  2.0300   1.8000   0.036234600  -1.946073900
metb _CA_  1.9750   1.7500   0.000085900  -0.754493700
metb _CB_  1.9750   1.7500   0.000085900  -0.754493700
metb _CE_  1.9750   1.7500   0.000085900  -0.754493700
metb _CG_  1.9750   1.7500   0.000085900  -0.754493700
metb _C__  2.1120   1.8750  -0.026933700  -0.722204000
metb _H1_  0.9960   0.8600   0.079817800  -1.129220000
metb _H2_  0.9960   0.8600   0.079817800  -1.129220000
